"Category","Categoria"
"Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>.","Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>."
"Checkbox","Caja de Selección"
"Child Transactions","Transacción Hijo"
"Choose an attribute","Elija un atributo"
"Choose Store View:","Elija un Vista de Tienda:"
"Chosen category does not associated with any website, so url rewrite is not possible.","Chosen category does not associated with any website, so url rewrite is not possible."
"Chosen product does not associated with any website, so url rewrite is not possible.","Chosen product does not associated with any website, so url rewrite is not possible."
"Clear","Limpiar"
"- Click on any of the time parts to increase it","- Haga clic en cualquier parte del tiempo para incrementarlo"
"close","cerrar"
"Close","Cerrar"
"CMS","CMS"
"Code","Código"
"Comment text field cannot be empty.","El contenido del campo comentario no puede estar en blanco."
"Complete","Completo"
"Config form fieldset clone model required to be able to clone fields","Config form fieldset clone model required to be able to clone fields"
"Configuration","Configuración"
"Confirmation Of Authorization","Confirmación de Autorización"
"Confirmed email:","Correo Electronico Confirmado:"
"Confirm New Password","Nueva Clave Confirmada"
"Confirm token authorization for admin","Confirme autorización token para administrador"
"Confirm token authorization Pop Up for admin","Confirm token authorization Pop Up for admin"
"Connect with the Magento Community","Conectar con Magento Community"
"Continue","Continua"
"Convert to Plain Text","Convertir a Texto Plano"
"Cookie (unsafe)","Cookie (no seguro)"
"Country:","País:"
"Country","País"
"Coupons","Cupones"
"Create","Crear"
"Created At","Creado El"
"Create DB Backup","Crear Respaldo de DB"
"Create New Attribute","Crear Nuevo Atributo"
"Create URL Rewrite:","Crear Rescritura de URL:"
"Credit Card %s","Tarjeta de Crédito %s"
"Credit Memo History","Historia de Nota de Credito"
"Credit memo #%s comment added","Nota de Credito #%s comentario agregado"
"Credit memo #%s created","Nota de credito #%s creada"
"Credit Memos","Notas de Credito"
"Credit memo\'s total must be positive.","Total de Nota de credito debe ser positivo."
"Credit Memo Totals","Totales de Nota de Credito"
"critical","critico"
"CRITICAL","CRITICO"
"CSV","CSV"
"CSV / Tab separated","CSV / Separado por Tabulación"
"Currency","Moneda"
"Currency Information","Información de Moneda"
"Currency Setup Section","Sección de Configuración de Moneda"
"Currency ""%s"" is used as %s in %s.","Moneda ""%s"" es usado como %s en %s."
"Current Admin Password","Clave Administrador Actual"
"Current Configuration Scope:","Alcanze de la Configuración Actual:"
"Current Month","Mes Actual"
"Custom","Personalizar"
"Customer","Cliente"
"Customer Group:","Grupo Cliente:"
"Customer Groups","Grupos de Cliente"
"Customer Name","Nombre de Cliente"
"Customer Reviews","Opiniones de Cliente"
"Customers by Number of Orders","Clientes por Número de Pedidos"
"Customers by Orders Total","Clientes por Total de Pedidos"
"Customers","Clientes"
"Customer Shopping Carts","Carros de Compras de Cliente"
"Customer Since:","Cliente Desde:"
"Customer Tax Classes","Clases de Impuestos al Cliente"
"Customer with the same email already exists.","Existe un cliente con el mismo correo."
"Custom Variable ""%s""","Custom Variable ""%s"""
"Custom Variables","Custom Variables"
"Dashboard","Panel"
"Database","Base de Dato"
"Dataflow - Advanced Profiles","Flujo de datos - Perfiles Avanzados"
"Dataflow - Profiles","Flujo de datos - Perfiles"
"Data Format","Formato de Datos"
"Data transfer:","Transferencia de datos:"
"Date Added","Fecha Añadida"
"Date","Fecha"
"Date selection:","Fecha de selección:"
"Date selector","Selector de fecha"
"Date & Time","Fecha y Hora"
"Date Updated","Fecha Actualizada"
"Day","Día"
"Decimal separator:","Separador decimal:"
"Default (Admin) Values","Valores Predeterminados (Admin)"
"Default Billing Address","Dirección de Facturación Predeterminada"
"Default Config","Configuración Predeterminada"
"Default display currency ""%s"" is not available in allowed currencies.","Default display currency ""%s"" is not available in allowed currencies."
"Default scope","Default scope"
"Default Template from Locale","Default Template from Locale"
"Default Values","Valores Predeterminados"
"[ deleted ]","[ eliminar ]"
"Delete","Eliminar"
" [deleted]"," [eliminado]"
"Delete File","Eliminar Archivo"
"Delete Image","Eliminar Imagen"
"Delete Profile","Eliminar Perfil"
"Delete Role","Eliminar Rol"
"Delete %s","Eliminar %s"
"Delete %s '%s'","Eliminar %s '%s'"
"Delete Store","Eliminar Tienda"
"Delete Store View","Eliminar Vista de Tienda"
"Delete Template","Eliminar Plantilla"
"Delete User","Eliminar Usuario"
"Delete Website","Eliminar Sitio Web"
"Description","Descripción"
"Design","Diseño"
"Design Section","Sección Diseño"
"Details","Detalles"
"Developer Section","Sección Desarrollador"
"DHTML Date/Time Selector","DHTML Selector Fecha/Hora"
"Direction:","Dirección:"
"Disabled","Desabilitado"
"Disable","Desactivar"
"Display default currency","Mostrar moneda predeterminada"
"Display %s first","Mostrar %s primero"
"Distributed under GNU LGPL. See %s for details.","Distributed under GNU LGPL. See %s for details."
"Download","Descarga"
"Downloads","Descargas"
"Do you really want to KILL parallel process and start new indexing process?","¿De verdad quieres matar proceso paralelo y crear un nuevo proceso de indexación?"
"Do you really want to proceed?","¿Realmente desea continuar?"
"Drag to move","Arrastre para mover"
"Drop-down","Desplegable"
"Edit Design Change","Edita Cambiar Diseño"
"Edit","Editar"
"Edit Email Template","Edita Plantilla de Correo Electronico"
"Edit Order","Editar Pedido"
"Edit Poll","Editar Encuesta"
"Edit Queue","Editar Cola"
"Edit Review","Editar Comentario"
"Edit Role","Editar Rol"
"Edit Store View","Editar Vista de Tienda"
"Edit System Template","Editar Plantilla de Sistema"
"Edit Template","Editar Plantilla"
"Edit URL Rewrite","Editar Rescritura URL"
"Edit User","Editar Usuario"
"Edit User '%s'","Editar Usuario '%s'"
"Edit Website","Editar Sitio Web"
"Email Address:","Dirección de Correo Electronico:"
"Email:","Correo Electronico:"
"Email","Correo Electronico"
"Email to a Friend","Correo Electronico a un Amigo"
"Enabled","Habilitado"
"Enable","Habilitar"
"Enclose Values In:","Ponga los Valores Entre:"
"Entity Attributes","Atributos de Entidad"
"Entity type:","Tipo de entidad:"
"Entity Type","Tipo de Entidad"
"Error","Error"
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","example: ""sitemap/"" or ""/"" for base path (path must be writeable)"
"example: sitemap.xml","ejemplo: sitemap.xml"
"Excel XML","Excel XML"
"Excl. Tax","Excento Impuestos"
"Exclude media folder from backup","Excluir carpeta de medios de respaldos"
"Export CSV","Exportar CSV"
"Export:","Exportar:"
"Export","Exportar"
"Export Filters","Exportar Filtros"
"Export to:","Exportar a:"
"failed","fallado"
"Failed","Fallado"
"Failed to add a product to cart by id ""%s"".","Falla al añadir producto al carro con el id ""%s""."
"Failed to cancel the billing agreement.","Falla al cancelar el acuerdo de facturación."
"Failed to clear the JavaScript/CSS cache.","Falla al limpiar el cache JavaScript/CSS."
"Failed to delete the billing agreement.","Falla al eliminar el acuerdo de facturación."
"Failed to update the profile.","Falla al actualizar el perfil."
"Field","Campo"
"Field Mapping","Mapeo de Campos"
"File","Archivo"
"File Information","Información del Archivo"
"File mode","Modo de archivo"
"File name:","Nombre de archivo:"
"File size should be more than 0 bytes","El tamaño del archivo debe ser mayor que 0 bytes"
"File System","Sistema de Archivo"
"Finished profile execution.","Terminado ejecución perfil."
"First Invoice Created Date","Primera Factura Creada con Fecha"
"First Name:","Nombre:"
"First Name","Nombre"
"First Name is required field.","Nombre es un dato requerido."
"Fixed","Corregido"
"Flush Catalog Images Cache","Flush Catalog Images Cache"
"Flush JavaScript/CSS Cache","Flush JavaScript/CSS Cache"
"Flush Swatch Images Cache","Flush Swatch Images Cache"
"For category","For category"
"Forgot Admin Password","Forgot Admin Password"
"Forgot your password?","Forgot your password?"
"Forgot your user name or password?","Forgot your user name or password?"
"For latest version visit: %s","For latest version visit: %s"
"For product","For product"
"(For Type ""Local Server"" need to use relative path to Magento install var/export or var/import, e.g. var/export, var/import, var/export/some/dir, var/import/some/dir)","(For Type ""Local Server"" need to use relative path to Magento install var/export or var/import, e.g. var/export, var/import, var/export/some/dir, var/import/some/dir)"
"(For US 2-letter state names)","(Para US las 2 letras del nombre del Estado)"
"from","de"
"From","De"
"FTP credentials","Credenciales FTP"
"FTP Host","FTP Host"
"FTP Host[:Port]","FTP Host[:Port]"
"FTP Login","FTP Login"
"FTP Password","FTP Password"
"Gb","Gb"
"General Information","Información General"
"General Section","Sección General"
"Get help for this page","Obtener ayuda para esta página"
"Get Image Base64","Obtener Imagen Base64"
"Give the verifier code to application administrator","Give the verifier code to application administrator"
"Global Attribute","Atributo Global"
"[GLOBAL]","[GLOBAL]"
"GLOBAL","GLOBAL"
"Global Record Search","Búsqueda de Registro Global"
"Global Search","Búsqueda Global"
"Google Base","Google Base"
"Google Sitemaps","Google Sitemaps"
"Go Today","Ir a Hoy"
"Go to messages inbox","Ir a mensajes de entrada"
"Go to notifications","Ir a notificaciones"
"Grand Total","Grand Total"
"Grid (default) / List","Grid (default) / List"
"Grid Only","Sólo Cuadrícula"
"Group:","Grupo:"
"Guest","Invitado"
"<h1 class=""page-heading"">404 Error</h1><p>Page not found.</p>","<h1 class=""page-heading"">404 Error</h1><p>Page not found.</p>"
"Helper attributes should not be used in custom layout updates.","Helper attributes should not be used in custom layout updates."
"Helper for options rendering doesn't implement required interface.","Helper for options rendering doesn't implement required interface."
"Help Us Keep Magento Healthy - Report All Bugs","Help Us Keep Magento Healthy - Report All Bugs"
"- Hold mouse button on any of the above buttons for faster selection.","- Hold mouse button on any of the above buttons for faster selection."
"Home","Inicio"
"HTTPS (SSL)","HTTPS (SSL)"
"HTTP (unsecure)","HTTP (unsecure)"
"Id","Id"
"ID","ID"
"ID Path","Ruta ID"
"* - If indexing is in progress, it will be killed and new indexing process will start.","* - If indexing is in progress, it will be killed and new indexing process will start."
"(If left empty will be auto-generated)","(Si deja en blanco será autogenerado)"
"If there is an account associated with %s you will receive an email with a link to reset your password.","If there is an account associated with %s you will receive an email with a link to reset your password."
"If this message persists, please contact the store owner.","If this message persists, please contact the store owner."
"If you do not specify an option value for a specific store view then the default (Admin) value will be used.","If you do not specify an option value for a specific store view then the default (Admin) value will be used."
"Images Cache","Cache de Imagenes"
"Images (.gif, .jpg, .png)","Imagenes (.gif, .jpg, .png)"
"Import and Export","Importar y Exportar"
"Import and Export Tax Rates","Importar y Exportar Tasas de Impuesto"
"Important: ","Importante: "
"Imported <strong>%s</strong> records","Importado <strong>%s</strong> registros"
"Import/Export Advanced","Importar/Exportar Advanzado"
"Import/Export","Importar/Exportar"
"Import/Export Profile","Importar/Exportar Perfil"
"Import","Importar"
"Import Service","Importar Servicio"
"Inactive","Inactivo"
"Incl. Tax","Incl. Impuesto"
"Incoming Message","Mensaje Entrante"
"In Database:","En Base de datos:"
"In File:","En Archivo:"
"In","En"
"Insert Variable...","Inserta Variable..."
"Interactive","Interactivo"
"Interface Locale: %s","Interfaz Local: %s"
"Invalidated","Invalidado"
"Invalid directory: %s","Directorio invalidado: %s"
"Invalid email address.","Correo electronico invalidado."
"Invalid email address ""%s"".","Correo electronico invalidado ""%s""."
"Invalid file: %s","Archivo invalidado: %s"
"Invalid Form Key. Please refresh the page.","Invalid Form Key. Please refresh the page."
"Invalid Import Service Specified","Invalid Import Service Specified"
"Invalid input data for %s => %s rate","Invalid input data for %s => %s rate"
"Invalid parent block for this block.","Invalid parent block for this block."
"Invalid parent block for this block","Invalid parent block for this block"
"Invalid password reset token.","Invalid password reset token."
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).","Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file)."
"Invalid Secret Key. Please refresh the page.","Invalid Secret Key. Please refresh the page."
"Invalid sender name ""%s"". Please use only visible characters and spaces.","Invalid sender name ""%s"". Please use only visible characters and spaces."
"Invalid timezone","Zona horaria invalidada"
"Invalid User Name or Password.","Usuario o Clave Invalidado."
"Inventory Stock Status","Estado de Existencia en Inventario"
"Invoice canceling error.","Invoice canceling error."
"Invoice capturing error.","Invoice capturing error."
"Invoice History","Historia Factura"
"Invoice #%s comment added","Factura #%s comentario añadido"
"Invoice #%s created","Factura #%s creada"
"Invoices","Facturas"
"Invoice Totals","Totales de Factura"
"Invoice voiding error.","Invoice voiding error."
"IP Address","Dirección IP"
"IPN (Instant Payment Notification) Only","IPN (Instant Payment Notification) Only"
"Is Closed","Está Cerrado"
"Is Default","Está Predeterminado"
"Issue Number","Numero de Emisión"
"Items","Artículos"
"JavaScript/CSS Cache","JavaScript/CSS Cache"
"JavaScript/CSS","JavaScript/CSS"
"JavaScript seems to be disabled in your browser.","JavaScript seems to be disabled in your browser."
"Kb","Kb"
"Last 24 Hours","Últimas 24 Horas"
"Last 5 Orders","Últimos 5 Pedidos"
"Last 5 Search Terms","Últimos 5 Search Terms"
"Last 7 Days","Últimos 7 Días"
"Last Credit Memo Created Date","Última Nota de Crédito Creada a Fecha"
"Last Invoice Created Date","Última Factura Creada a Fecha"
"Last Logged In:","Último Registro En:"
"Last Logged In (%s):","Último Registro En (%s):"
"Last Name is required field.","Nombre es un campo requerido."
"Last Name:","Nombre:"
"Last Name","Nombre"
"Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.","Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>."
"Latest Message:","Último Mensaje:"
"Layered Navigation Indices","Capas Índices de Navegación"
"Layered Navigation Indices were refreshed.","Capas Índices de navegación fueron actualizados."
"(Leave empty for first spreadsheet)","(Dejar en blanco para la primera hoja de cálculo)"
"Leave empty to use tax identifier","Dejar en blanco para utilizar identificador impuesto"
"Lifetime Sales","Ventas Historicas"
"Lifetime statistics have been updated.","Historia del estadisticas han sido actualizadas."
"Links","Enlaces"
"Links with associated products will retain only after saving current product.","Links with associated products will retain only after saving current product."
"List (default) / Grid","List (default) / Grid"
"List Only","List Only"
"Load default template","Load default template"
"Loading...","Loading..."
"Load Template","Load Template"
"Locale","Locale"
"Local/Remote Server","Local/Remote Server"
"Local Server","Local Server"
"Logged in as %s","Logged in as %s"
"Login","Login"
"Log In","Log In"
"Log in to Admin Panel","Log in to Admin Panel"
"Log into Magento Admin Page","Log into Magento Admin Page"
"Log in to use <strong>%s</strong>","Log in to use <strong>%s</strong>"
"Log Out","Log Out"
"Low Stock","Low Stock"
"Magento Admin","Magento Admin"
"Magento Commerce - Administrative Panel","Magento Commerce - Administrative Panel"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Magento Connect Manager"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc."
"Magento Logo","Magento Logo"
"Magento root directory","Magento root directory"
"Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.","Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc."
"Magento ver. %s","Magento ver. %s"
"major","major"
"MAJOR","MAJOR"
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).","Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI)."
"Manage Attribute Sets","Manage Attribute Sets"
"Manage Attributes","Manage Attributes"
"Manage Categories","Manage Categories"
"Manage Content","Manage Content"
"Manage Currency Rates","Manage Currency Rates"
"Manage Customers","Manage Customers"
"Manage Options (values of your attribute)","Manage Options (values of your attribute)"
"Manage Ratings","Manage Ratings"
"Manage Stores","Manage Stores"
"Manage Tax Rules","Manage Tax Rules"
"Manage Tax Zones and Rates","Manage Tax Zones and Rates"
"Manage Titles (Size, Color, etc.)","Manage Titles (Size, Color, etc.)"
"Manual","Manual"
"Matched Expression","Matched Expression"
"Maximum sender name length is 255. Please correct your settings.","Maximum sender name length is 255. Please correct your settings."
"Mb","Mb"
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)"
"Media storages synchronization has completed!","Media storages synchronization has completed!"
"Messages Inbox","Messages Inbox"
"minor","minor"
"MINOR","MINOR"
"Month","Month"
"Most Viewed","Most Viewed"
"Most Viewed Products","Most Viewed Products"
"MS Excel XML","MS Excel XML"
"Multiple Select","Multiple Select"
"My Account","My Account"
"My Applications","My Applications"
"Name:","Name:"
"Name","Name"
"N/A","N/A"
"Never (production)","Never (production)"
"New Accounts","New Accounts"
"New API Key","New API Key"
"New Attribute","New Attribute"
"New Block","New Block"
"New Category","New Category"
"New Class","New Class"
"New Condition","New Condition"
"New Customer","New Customer"
"New Customers","New Customers"
"New Custom Variable","New Custom Variable"
"New Design Change","New Design Change"
"New Email Template","New Email Template"
"New Group","New Group"
"New Invoice","New Invoice"
"New Item Type","New Item Type"
"New Memo for #%s","New Memo for #%s"
"New Memo","New Memo"
"New ","New "
"New Page","New Page"
"New password field cannot be empty.","New password field cannot be empty."
"New Password","New Password"
"New Poll","New Poll"
"New Profile","New Profile"
"New Rate","New Rate"
"New Rating","New Rating"
"New Review","New Review"
"New Role","New Role"
"New Rule","New Rule"
"New Search","New Search"
"New Set","New Set"
"New Shipment","New Shipment"
"New Sitemap","New Sitemap"
"Newsletter","Newsletter"
"Newsletter Problems","Newsletter Problems"
"Newsletter Queue","Newsletter Queue"
"Newsletter Subscribers","Newsletter Subscribers"
"Newsletter Templates","Newsletter Templates"
"New Store View","New Store View"
"New System Template","New System Template"
"New Tag","New Tag"
"New Template","New Template"
"New User","New User"
"New Variable","New Variable"
"New Website","New Website"
"Next month (hold for menu)","Next month (hold for menu)"
"Next year (hold for menu)","Next year (hold for menu)"
"No change","No change"
"No customer id defined.","No customer id defined."
"No Data Found","No Data Found"
"No information available.","No information available."
"None","None"
"No","No"
"No (price without tax)","No (price without tax)"
"No profile loaded...","No profile loaded..."
"No records found for this period.","No records found for this period."
"No records found.","No records found."
"No report code specified.","No report code specified."
"No search keywords.","No search keywords."
"No search modules were registered","No search modules were registered"
"No Templates Found","No Templates Found"
"Note:","Note:"
"Notes","Notes"
"notice","notice"
"NOTICE","NOTICE"
"Notifications","Notifications"
"-- Not Selected --","-- Not Selected --"
"No wishlist item id defined.","No wishlist item id defined."
"Number of Orders","Number of Orders"
"Number of records:","Number of records:"
"Number of Uses","Number of Uses"
"Number of Views","Number of Views"
"OAuth authorization for admin","OAuth authorization for admin"
"OAuth authorization simple for admin","OAuth authorization simple for admin"
"OAuth Consumers","OAuth Consumers"
"OK","OK"
"Old rate:","Old rate:"
"Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below"
"Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below"
"One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details.","One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details."
"One or more of the Cache Types are invalidated:","One or more of the Cache Types are invalidated:"
"Online Customers","Online Customers"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available."
"Only mapped fields","Only mapped fields"
"Only Once (version upgrade)","Only Once (version upgrade)"
"Optional","Optional"
"Options is required","Options is required"
"Options","Options"
"- or click and drag for faster selection.","- or click and drag for faster selection."
"Order Created Date","Order Created Date"
"Order ID","Order ID"
"Order","Order"
"Order #%s","Order #%s"
"Orders","Orders"
"Order #%s (%s)","Order #%s (%s)"
"Order Totals","Order Totals"
"Order Updated Date","Order Updated Date"
"Order Updated Date report is real-time, does not need statistics refreshing.","Order Updated Date report is real-time, does not need statistics refreshing."
"Original Magento attribute names in first row:","Original Magento attribute names in first row:"
